bim_code,product_category_slug,product_category_name_ar,product_category_name_en,product_category_child_slug,product_category_child_name_ar,product_category_child_name_en,brand_slug,brand_name_ar,brand_name_en,brand_country_code,product_type,name_ar,name_en,short_name_ar,unit_code,unit_name_ar,unit_name_en,unit_type,package_value,package_label_ar,package_label_en,country_code,market_scope,is_verified_egypt,verification_source,search_keywords,approval_status,sort_order
BIM-RT-MOBI-017,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,anker,انكر,Anker,CN,simple,انكر كابل تايب سي ١ متر,Anker Type-C Cable 1m,كابل شحن,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كابل شحن accessory اكسسوار موبايل,approved,72
BIM-RT-MOBI-018,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,generic,بدون علامة,Generic,EG,simple,جراب سيليكون موبايل,Silicone Phone Case,جراب موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,جراب موبايل accessory اكسسوار موبايل,approved,73
BIM-RT-MOBI-019,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,generic,بدون علامة,Generic,EG,simple,اسكرين حماية زجاج,Tempered Glass Screen Protector,اسكرين حماية,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,اسكرين حماية accessory اكسسوار موبايل,approved,74
BIM-RT-GAME-001,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,gaming_consoles,أجهزة ألعاب وبلايستيشن,Gaming Consoles,sony,سوني,Sony,JP,simple,سوني بلايستيشن ٥ اصدار قرص,Sony PlayStation 5 Disc Edition,بلايستيشن,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,بلايستيشن console العاب gaming,approved,75
BIM-RT-GAME-002,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,gaming_consoles,أجهزة ألعاب وبلايستيشن,Gaming Consoles,sony,سوني,Sony,JP,simple,سوني بلايستيشن ٥ ديجيتال,Sony PlayStation 5 Digital Edition,بلايستيشن,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,بلايستيشن console العاب gaming,approved,76
BIM-RT-GAME-003,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,gaming_consoles,أجهزة ألعاب وبلايستيشن,Gaming Consoles,sony,سوني,Sony,JP,simple,سوني بلايستيشن ٤ سليم ٥٠٠ جيجا,Sony PlayStation 4 Slim 500GB,بلايستيشن,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,بلايستيشن console العاب gaming,approved,77
BIM-RT-GAME-004,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,gaming_consoles,أجهزة ألعاب وبلايستيشن,Gaming Consoles,sony,سوني,Sony,JP,simple,سوني دراع بلايستيشن ٥ ديوال سينس,Sony DualSense Controller,دراع بلايستيشن,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,دراع بلايستيشن console العاب gaming,approved,78
BIM-RT-GAME-005,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,gaming_consoles,أجهزة ألعاب وبلايستيشن,Gaming Consoles,microsoft,مايكروسوفت,Microsoft,US,simple,مايكروسوفت اكس بوكس سيريس S,Microsoft Xbox Series S,اكس بوكس,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,اكس بوكس console العاب gaming,approved,79
BIM-RT-GAME-006,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,gaming_consoles,أجهزة ألعاب وبلايستيشن,Gaming Consoles,microsoft,مايكروسوفت,Microsoft,US,simple,مايكروسوفت اكس بوكس سيريس X,Microsoft Xbox Series X,اكس بوكس,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,اكس بوكس console العاب gaming,approved,80
BIM-RT-GAME-007,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,gaming_consoles,أجهزة ألعاب وبلايستيشن,Gaming Consoles,nintendo,نينتندو,Nintendo,JP,simple,نينتندو سويتش OLED,Nintendo Switch OLED,نينتندو سويتش,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,نينتندو سويتش console العاب gaming,approved,81
BIM-RT-SPRT-001,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,مشاية كهربائية منزلية,Home Treadmill,مشاية كهربائية,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,مشاية كهربائية رياضة gym fitness,approved,82
BIM-RT-SPRT-002,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,عجلة ثابتة للتمارين,Stationary Exercise Bike,عجلة ثابتة,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,عجلة ثابتة رياضة gym fitness,approved,83
BIM-RT-SPRT-003,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,جهاز اوربيتراك,Elliptical Trainer,اوربيتراك,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,اوربيتراك رياضة gym fitness,approved,84
BIM-RT-SPRT-004,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,دمبل حديد ٥ كجم,Dumbbell 5kg,دمبل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,دمبل رياضة gym fitness,approved,85
BIM-RT-SPRT-005,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,دمبل حديد ١٠ كجم,Dumbbell 10kg,دمبل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,دمبل رياضة gym fitness,approved,86
BIM-RT-SPRT-006,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,بار حديد ١.٨ متر,Barbell Bar 1.8m,بار حديد,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,بار حديد رياضة gym fitness,approved,87
BIM-RT-SPRT-007,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,بنش تمارين قابل للطي,Foldable Workout Bench,بنش تمارين,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,بنش تمارين رياضة gym fitness,approved,88
BIM-RT-SPRT-008,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,مرتبة يوجا,Yoga Mat,مرتبة يوجا,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,مرتبة يوجا رياضة gym fitness,approved,89
BIM-RT-SPRT-009,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,حبل نط,Jump Rope,حبل نط,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,حبل نط رياضة gym fitness,approved,90
BIM-RT-SPRT-010,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,sports_equipment,أجهزة رياضية,Sports Equipment,generic,بدون علامة,Generic,EG,simple,كرة تمارين سويسرية,Swiss Exercise Ball,كرة تمارين,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كرة تمارين رياضة gym fitness,approved,91
BIM-RT-COSM-001,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,maybelline,ميبيلين,Maybelline,US,simple,ميبيلين مسكرا لاش سنسيشنال ٩.٥ مل,Maybelline Lash Sensational Mascara,مسكرا,ml,مل,Milliliter,volume,9.5,٩.٥ مل,,EG,egypt,0,research,مسكرا مكياج cosmetics Maybelline,approved,92
BIM-RT-COSM-002,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,maybelline,ميبيلين,Maybelline,US,simple,ميبيلين كحل جل ايه لاينر,Maybelline Eye Liner Gel,كحل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كحل مكياج cosmetics Maybelline,approved,93
BIM-RT-COSM-003,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,maybelline,ميبيلين,Maybelline,US,simple,ميبيلين كريم اساس فيت مي ٣٠ مل,Maybelline Fit Me Foundation,كريم اساس,ml,مل,Milliliter,volume,30,٣٠ مل,,EG,egypt,0,research,كريم اساس مكياج cosmetics Maybelline,approved,94
BIM-RT-COSM-004,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,loreal,لوريال,L'Oreal,FR,simple,لوريال صبغة شعر ايكسلانس عبوة,L'Oreal Excellence Hair Color,صبغة شعر,pack,عبوة,Pack,count,,عبوة,,EG,egypt,0,research,صبغة شعر مكياج cosmetics L'Oreal,approved,95
BIM-RT-COSM-005,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,loreal,لوريال,L'Oreal,FR,simple,لوريال شامبو الفيف ٤٠٠ مل,L'Oreal Elvive Shampoo,شامبو,ml,مل,Milliliter,volume,400,٤٠٠ مل,,EG,egypt,0,research,شامبو مكياج cosmetics L'Oreal,approved,96
BIM-RT-COSM-006,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,loreal,لوريال,L'Oreal,FR,simple,لوريال روج مات,L'Oreal Matte Lipstick,روج,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,روج مكياج cosmetics L'Oreal,approved,97
BIM-RT-COSM-007,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,garnier,غارنييه,Garnier,FR,simple,غارنييه غسول وجه فيتامين سي ١٠٠ مل,Garnier Vitamin C Face Wash,غسول وجه,ml,مل,Milliliter,volume,100,١٠٠ مل,,EG,egypt,0,research,غسول وجه مكياج cosmetics Garnier,approved,98
BIM-RT-COSM-008,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,garnier,غارنييه,Garnier,FR,simple,غارنييه ماسك ورقي للوجه,Garnier Sheet Face Mask,ماسك وجه,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,ماسك وجه مكياج cosmetics Garnier,approved,99
BIM-RT-COSM-009,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,eva_cosmetics,ايفا,Eva Cosmetics,EG,simple,ايفا كريم مرطب للوجه ١٠٠ مل,Eva Cosmetics Moisturizing Face Cream,كريم مرطب,ml,مل,Milliliter,volume,100,١٠٠ مل,,EG,egypt,0,research,كريم مرطب مكياج cosmetics Eva Cosmetics,approved,100
BIM-RT-COSM-010,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,eva_cosmetics,ايفا,Eva Cosmetics,EG,simple,ايفا زيت شعر بالصبار ١٢٠ مل,Eva Cosmetics Aloe Vera Hair Oil,زيت شعر,ml,مل,Milliliter,volume,120,١٢٠ مل,,EG,egypt,0,research,زيت شعر مكياج cosmetics Eva Cosmetics,approved,101
BIM-RT-COSM-011,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,eva_cosmetics,ايفا,Eva Cosmetics,EG,simple,ايفا صابون جليسرين ١٠٠ جم,Eva Cosmetics Glycerin Soap,صابون,g,جم,Gram,weight,100,١٠٠ جم,,EG,egypt,0,research,صابون مكياج cosmetics Eva Cosmetics,approved,102
BIM-RT-COSM-012,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,bourjois,بورجوا,Bourjois,FR,simple,بورجوا بودرة كومباكت ٩ جم,Bourjois Compact Powder,بودرة,g,جم,Gram,weight,9,٩ جم,,EG,egypt,0,research,بودرة مكياج cosmetics Bourjois,approved,103
BIM-RT-COSM-013,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,nivea,نيفيا,Nivea,DE,simple,نيفيا كريم نيفيا الازرق ١٥٠ مل,Nivea Nivea Creme,كريم مرطب,ml,مل,Milliliter,volume,150,١٥٠ مل,,EG,egypt,0,research,كريم مرطب مكياج cosmetics Nivea,approved,104
BIM-RT-COSM-014,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,nivea,نيفيا,Nivea,DE,simple,نيفيا مزيل عرق رول ٥٠ مل,Nivea Roll-on Deodorant,مزيل عرق,ml,مل,Milliliter,volume,50,٥٠ مل,,EG,egypt,0,research,مزيل عرق مكياج cosmetics Nivea,approved,105
BIM-RT-COSM-015,beauty_health_retail,تجميل وصحة,Beauty & Health,beauty_cosmetics,أدوات تجميل,Cosmetics,vaseline,فازلين,Vaseline,US,simple,فازلين لوشن ترطيب الجسم ٤٠٠ مل,Vaseline Body Lotion,لوشن جسم,ml,مل,Milliliter,volume,400,٤٠٠ مل,,EG,egypt,0,research,لوشن جسم مكياج cosmetics Vaseline,approved,106
BIM-RT-PERF-001,beauty_health_retail,تجميل وصحة,Beauty & Health,perfumes,عطور,Perfumes,rasasi,رصاصي,Rasasi,AE,simple,رصاصي عطر حلال الشام ١٠٠ مل,Rasasi Hawas Perfume,عطر حلال الشام,ml,مل,Milliliter,volume,100,١٠٠ مل,,EG,egypt,0,research,عطر حلال الشام عطر perfume,approved,107
BIM-RT-PERF-002,beauty_health_retail,تجميل وصحة,Beauty & Health,perfumes,عطور,Perfumes,rasasi,رصاصي,Rasasi,AE,simple,رصاصي عطر لا يوم ٧٥ مل,Rasasi La Yuqawam Perfume,عطر لا يوم,ml,مل,Milliliter,volume,75,٧٥ مل,,EG,egypt,0,research,عطر لا يوم عطر perfume,approved,108
BIM-RT-PERF-003,beauty_health_retail,تجميل وصحة,Beauty & Health,perfumes,عطور,Perfumes,al_haramain,الحرمين,Al Haramain,AE,simple,الحرمين عطر أمبر أود ٦٠ مل,Al Haramain Amber Oud Perfume,عطر أمبر أود,ml,مل,Milliliter,volume,60,٦٠ مل,,EG,egypt,0,research,عطر أمبر أود عطر perfume,approved,109
BIM-RT-PERF-004,beauty_health_retail,تجميل وصحة,Beauty & Health,perfumes,عطور,Perfumes,al_haramain,الحرمين,Al Haramain,AE,simple,الحرمين دهن عود ٣٠ مل,Al Haramain Dehn Al Oud,دهن عود,ml,مل,Milliliter,volume,30,٣٠ مل,,EG,egypt,0,research,دهن عود عطر perfume,approved,110
BIM-RT-PERF-005,beauty_health_retail,تجميل وصحة,Beauty & Health,perfumes,عطور,Perfumes,ajmal,اجمل,Ajmal,AE,simple,اجمل عطر أمبر ولد ١٠٠ مل,Ajmal Amber Wood Perfume,عطر أمبر ولد,ml,مل,Milliliter,volume,100,١٠٠ مل,,EG,egypt,0,research,عطر أمبر ولد عطر perfume,approved,111
BIM-RT-PERF-006,beauty_health_retail,تجميل وصحة,Beauty & Health,perfumes,عطور,Perfumes,swiss_arabian,سويس ارابيان,Swiss Arabian,AE,simple,سويس ارابيان عطر شغف ٧٥ مل,Swiss Arabian Shaghaf Perfume,عطر شغف,ml,مل,Milliliter,volume,75,٧٥ مل,,EG,egypt,0,research,عطر شغف عطر perfume,approved,112
BIM-RT-PERF-007,beauty_health_retail,تجميل وصحة,Beauty & Health,perfumes,عطور,Perfumes,yardley,ياردلي,Yardley,GB,simple,ياردلي عطر انجليش روز ٥٠ مل,Yardley English Rose Perfume,عطر انجليش روز,ml,مل,Milliliter,volume,50,٥٠ مل,,EG,egypt,0,research,عطر انجليش روز عطر perfume,approved,113
BIM-RT-PERF-008,beauty_health_retail,تجميل وصحة,Beauty & Health,perfumes,عطور,Perfumes,generic,بدون علامة,Generic,EG,simple,مسك ابيض زيتي ١٢ مل,Generic White Musk Oil,مسك ابيض زيتي,ml,مل,Milliliter,volume,12,١٢ مل,,EG,egypt,0,research,مسك ابيض زيتي عطر perfume,approved,114
BIM-RT-PERF-009,beauty_health_retail,تجميل وصحة,Beauty & Health,perfumes,عطور,Perfumes,generic,بدون علامة,Generic,EG,simple,زيت عطري عود كمبودي ٦ مل,Generic Cambodian Oud Oil,زيت عطري عود كمبودي,ml,مل,Milliliter,volume,6,٦ مل,,EG,egypt,0,research,زيت عطري عود كمبودي عطر perfume,approved,115
BIM-RT-MEDR-001,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,omron,اومرون,Omron,JP,simple,اومرون جهاز قياس ضغط الدم ديجيتال,Omron Digital Blood Pressure Monitor,جهاز ضغط,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,جهاز ضغط مستلزمات طبية medical,approved,116
BIM-RT-MEDR-002,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,omron,اومرون,Omron,JP,simple,اومرون جهاز بخار نيبولايزر,Omron Nebulizer,جهاز بخار,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,جهاز بخار مستلزمات طبية medical,approved,117
BIM-RT-MEDR-003,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,accu_chek,اكيو تشيك,Accu-Chek,CH,simple,اكيو تشيك جهاز قياس السكر,Accu-Chek Blood Glucose Meter,جهاز سكر,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,جهاز سكر مستلزمات طبية medical,approved,118
BIM-RT-MEDR-004,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,accu_chek,اكيو تشيك,Accu-Chek,CH,simple,اكيو تشيك شرائط قياس السكر ٥٠ شريحة,Accu-Chek Glucose Test Strips 50,شرائط سكر,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شرائط سكر مستلزمات طبية medical,approved,119
BIM-RT-MEDR-005,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,beurer,بيورر,Beurer,DE,simple,بيورر ترمومتر ديجيتال,Beurer Digital Thermometer,ترمومتر,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,ترمومتر مستلزمات طبية medical,approved,120
BIM-RT-MEDR-006,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,beurer,بيورر,Beurer,DE,simple,بيورر ميزان طبي ديجيتال,Beurer Digital Body Scale,ميزان طبي,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,ميزان طبي مستلزمات طبية medical,approved,121
BIM-RT-MEDR-007,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,generic,بدون علامة,Generic,EG,simple,كرسي متحرك قابل للطي,Generic Foldable Wheelchair,كرسي متحرك,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كرسي متحرك مستلزمات طبية medical,approved,122
BIM-RT-MEDR-008,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,generic,بدون علامة,Generic,EG,simple,عكاز طبي قابل للتعديل,Generic Adjustable Walking Cane,عكاز طبي,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,عكاز طبي مستلزمات طبية medical,approved,123
BIM-RT-MEDR-009,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,generic,بدون علامة,Generic,EG,simple,شاش طبي معقم,Generic Sterile Medical Gauze,شاش طبي,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شاش طبي مستلزمات طبية medical,approved,124
BIM-RT-MEDR-010,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,generic,بدون علامة,Generic,EG,simple,قطن طبي ٥٠٠ جم,Generic Medical Cotton 500g,قطن طبي,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,قطن طبي مستلزمات طبية medical,approved,125
BIM-RT-MEDR-011,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,generic,بدون علامة,Generic,EG,simple,كمامة طبية ٥٠ قطعة,Generic Surgical Mask 50pcs,كمامة طبية,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كمامة طبية مستلزمات طبية medical,approved,126
BIM-RT-MEDR-012,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,generic,بدون علامة,Generic,EG,simple,قفاز طبي لاتكس ١٠٠ قطعة,Generic Latex Gloves 100pcs,قفاز طبي,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,قفاز طبي مستلزمات طبية medical,approved,127
BIM-RT-MEDR-013,beauty_health_retail,تجميل وصحة,Beauty & Health,medical_retail,مستلزمات طبية,Medical Supplies,generic,بدون علامة,Generic,EG,simple,حزام ظهر طبي,Generic Lumbar Support Belt,حزام ظهر,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,حزام ظهر مستلزمات طبية medical,approved,128
BIM-RT-PANT-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,jotun,جوتن,Jotun,NO,simple,جوتن بلاستيك داخلي فيني ماتيكس ٩ لتر,Jotun Fenomastic Interior Paint,بلاستيك داخلي فيني ماتيكس,l,لتر,Liter,volume,9,٩ لتر,,EG,egypt,0,research,بلاستيك داخلي فيني ماتيكس بويات دهان paint,approved,129
BIM-RT-PANT-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,jotun,جوتن,Jotun,NO,simple,جوتن دهان خارجي جوتاشيلد ١٨ لتر,Jotun Jotashield Exterior Paint,دهان خارجي جوتاشيلد,l,لتر,Liter,volume,18,١٨ لتر,,EG,egypt,0,research,دهان خارجي جوتاشيلد بويات دهان paint,approved,130
BIM-RT-PANT-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,sipes,سايبس,Sipes,EG,simple,سايبس بلاستيك مطفي داخلي ٩ لتر,Sipes Matt Interior Emulsion,بلاستيك مطفي داخلي,l,لتر,Liter,volume,9,٩ لتر,,EG,egypt,0,research,بلاستيك مطفي داخلي بويات دهان paint,approved,131
BIM-RT-PANT-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,sipes,سايبس,Sipes,EG,simple,سايبس دوكو لميع ٤ لتر,Sipes Gloss Enamel Paint,دوكو لميع,l,لتر,Liter,volume,4,٤ لتر,,EG,egypt,0,research,دوكو لميع بويات دهان paint,approved,132
BIM-RT-PANT-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,scib,سكيب,SCIB,EG,simple,سكيب بلاستيك داخلي ٩ لتر,SCIB Interior Emulsion Paint,بلاستيك داخلي,l,لتر,Liter,volume,9,٩ لتر,,EG,egypt,0,research,بلاستيك داخلي بويات دهان paint,approved,133
BIM-RT-PANT-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,scib,سكيب,SCIB,EG,simple,سكيب برايمر أساس ٤ لتر,SCIB Primer Undercoat,برايمر أساس,l,لتر,Liter,volume,4,٤ لتر,,EG,egypt,0,research,برايمر أساس بويات دهان paint,approved,134
BIM-RT-PANT-007,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,glc_paints,جي إل سي,GLC,EG,simple,جي إل سي بلاستيك داخلي ٩ لتر,GLC Interior Emulsion Paint,بلاستيك داخلي,l,لتر,Liter,volume,9,٩ لتر,,EG,egypt,0,research,بلاستيك داخلي بويات دهان paint,approved,135
BIM-RT-PANT-008,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,pachin,باكين,Pachin,EG,simple,باكين دهان زيت لميع ٤ لتر,Pachin Gloss Oil Paint,دهان زيت لميع,l,لتر,Liter,volume,4,٤ لتر,,EG,egypt,0,research,دهان زيت لميع بويات دهان paint,approved,136
BIM-RT-PANT-009,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,pachin,باكين,Pachin,EG,simple,باكين ورنيش خشب ٤ لتر,Pachin Wood Varnish,ورنيش خشب,l,لتر,Liter,volume,4,٤ لتر,,EG,egypt,0,research,ورنيش خشب بويات دهان paint,approved,137
BIM-RT-PANT-010,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,generic,بدون علامة,Generic,EG,simple,مسامير قلاووظ علبة,Screws Box,مسامير قلاووظ,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,مسامير قلاووظ hardware عدد,approved,138
BIM-RT-PANT-011,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,generic,بدون علامة,Generic,EG,simple,صنفرة خشب ورق,Wood Sandpaper,صنفرة,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,صنفرة hardware عدد,approved,139
BIM-RT-PANT-012,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,generic,بدون علامة,Generic,EG,simple,فرشاة دهان ٤ بوصة,Paint Brush 4 inch,فرشاة دهان,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,فرشاة دهان hardware عدد,approved,140
BIM-RT-PANT-013,building_hardware,مواد بناء وعدد,Building Materials & Hardware,paints_hardware,حدايد وبويات,Paints & Hardware,generic,بدون علامة,Generic,EG,simple,رولة دهان ٩ بوصة,Paint Roller 9 inch,رولة دهان,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,رولة دهان hardware عدد,approved,141
BIM-RT-RBAR-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,ezz_steel,حديد عز,Ezz Steel,EG,simple,حديد عز حديد تسليح قطر ١٠ مم,Ezz Steel Rebar 10mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Ezz Steel,approved,142
BIM-RT-RBAR-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,ezz_steel,حديد عز,Ezz Steel,EG,simple,حديد عز حديد تسليح قطر ١٢ مم,Ezz Steel Rebar 12mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Ezz Steel,approved,143
BIM-RT-RBAR-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,ezz_steel,حديد عز,Ezz Steel,EG,simple,حديد عز حديد تسليح قطر ١٦ مم,Ezz Steel Rebar 16mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Ezz Steel,approved,144
BIM-RT-RBAR-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,beshay_steel,حديد بشاي,Beshay Steel,EG,simple,حديد بشاي حديد تسليح قطر ١٠ مم,Beshay Steel Rebar 10mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Beshay Steel,approved,145
